7, 171
8, 194
12, 114
12, 174
14, 63
15, 19
18, 126
19, 15
24, 130
25, 40
26, 67
27, 74
30, 32
30, 149
31, 89
32, 30
32, 66
32, 149
34, 145
40, 25
43, 198
52, 150
56, 115
63, 14
66, 32
67, 26
69, 136
71, 85
74, 27
78, 128
80, 82
82, 80
83, 135
85, 71
89, 31
94, 196
100, 112
103, 179
106, 172
110, 187
111, 166
112, 100
114, 12
114, 174
115, 56
118, 193
126, 18
128, 78
130, 24
135, 83
136, 69
143, 148
145, 34
147, 195
148, 143
149, 30
149, 32
150, 52
166, 111
168, 197
171, 7
172, 106
174, 12
174, 114
179, 103
181, 184
184, 181
187, 110
193, 118
194, 8
195, 147
196, 94
197, 168
198, 43
207, 274
209, 228
213, 294
214, 249
214, 313
216, 288
217, 257
219, 389
221, 337
221, 374
223, 307
228, 209
228, 395
230, 271
230, 299
230, 397
232, 365
236, 336
237, 282
240, 263
242, 272
246, 328
246, 356
247, 391
249, 214
249, 313
253, 269
253, 362
257, 217
262, 264
262, 290
263, 240
264, 262
266, 395
269, 253
269, 362
271, 230
271, 299
271, 397
272, 242
274, 207
281, 396
282, 237
286, 372
288, 216
289, 390
290, 262
292, 326
292, 387
294, 213
299, 230
299, 271
299, 397
303, 331
306, 333
307, 223
313, 214
313, 249
319, 361
323, 359
326, 292
326, 387
328, 246
328, 356
331, 303
332, 355
332, 399
333, 306
334, 357
336, 236
337, 221
337, 374
343, 356
355, 332
355, 399
356, 246
356, 328
356, 343
357, 334
359, 323
361, 319
362, 253
362, 269
365, 232
365, 373
372, 286
373, 365
374, 221
374, 337
387, 292
387, 326
389, 219
390, 289
391, 247
395, 228
395, 266
396, 281
397, 230
397, 271
397, 299
399, 332
399, 355
406, 513
408, 440
408, 601
411, 527
415, 487
415, 503
415, 599
416, 561
428, 540
429, 523
431, 496
433, 504
434, 438
435, 524
438, 434
439, 510
440, 408
440, 601
443, 546
444, 579
445, 472
446, 590
447, 458
450, 488
451, 496
455, 571
457, 545
458, 447
462, 489
466, 602
467, 555
467, 585
469, 576
471, 480
472, 445
479, 495
480, 471
487, 415
487, 503
487, 581
487, 599
488, 450
489, 462
492, 569
495, 479
496, 431
496, 451
502, 541
503, 415
503, 487
503, 599
504, 433
510, 439
512, 533
513, 406
516, 574
520, 598
523, 429
524, 435
527, 411
530, 557
531, 571
533, 512
538, 564
540, 428
541, 502
544, 551
545, 457
546, 443
551, 544
555, 467
555, 585
556, 592
557, 530
561, 416
564, 538
569, 492
571, 455
571, 531
574, 516
576, 469
579, 444
579, 597
581, 487
585, 467
585, 555
590, 446
592, 556
597, 579
598, 520
599, 415
599, 487
599, 503
601, 408
601, 440
602, 466
604, 646
604, 678
605, 643
607, 634
607, 742
608, 629
608, 650
609, 666
609, 669
614, 716
617, 748
617, 753
617, 755
618, 702
620, 710
620, 793
622, 698
622, 701
622, 724
623, 687
623, 743
624, 666
624, 669
626, 656
629, 608
632, 791
633, 767
634, 607
634, 742
635, 645
637, 739
640, 721
640, 735
640, 775
641, 657
641, 675
642, 657
642, 675
642, 748
643, 605
644, 673
645, 635
646, 604
646, 678
648, 724
650, 608
652, 773
652, 789
656, 626
657, 641
657, 642
657, 675
657, 748
659, 733
659, 769
664, 774
666, 609
666, 624
666, 669
668, 694
668, 765
669, 609
669, 624
669, 666
670, 694
672, 799
673, 644
674, 746
675, 641
675, 642
675, 657
675, 748
678, 604
678, 646
682, 736
684, 692
687, 623
692, 684
694, 668
694, 670
694, 765
698, 622
698, 701
698, 709
698, 724
701, 622
701, 698
701, 709
701, 724
702, 618
707, 768
709, 698
709, 701
710, 620
710, 793
713, 725
716, 614
717, 780
721, 640
721, 735
721, 775
724, 622
724, 648
724, 698
724, 701
725, 713
733, 659
733, 769
735, 640
735, 721
735, 775
736, 682
739, 637
742, 607
742, 634
743, 623
746, 674
748, 617
748, 642
748, 657
748, 675
753, 617
753, 755
755, 617
755, 753
761, 766
765, 668
765, 694
766, 761
767, 633
768, 707
769, 659
769, 733
773, 652
773, 789
774, 664
775, 640
775, 721
775, 735
780, 717
789, 652
789, 773
791, 632
793, 620
793, 710
799, 672
806, 896
811, 846
812, 859
812, 860
812, 878
812, 955
817, 964
817, 991
818, 915
819, 845
822, 832
822, 931
825, 845
825, 902
832, 822
833, 874
834, 935
835, 842
842, 835
845, 819
845, 825
845, 902
846, 811
855, 918
856, 954
857, 967
859, 812
859, 860
859, 878
859, 955
860, 812
860, 859
860, 878
860, 955
865, 875
866, 870
870, 866
874, 833
875, 865
876, 933
878, 812
878, 859
878, 860
879, 1000
884, 886
884, 962
886, 884
896, 806
900, 903
901, 927
902, 825
902, 845
903, 900
905, 963
907, 968
909, 1004
914, 943
914, 976
914, 993
915, 818
915, 953
917, 964
918, 855
921, 939
926, 937
927, 901
928, 934
931, 822
933, 876
934, 928
935, 834
936, 949
937, 926
939, 921
943, 914
943, 976
943, 993
949, 936
950, 970
951, 975
953, 915
954, 856
955, 812
955, 859
955, 860
956, 1000
962, 884
963, 905
964, 817
964, 917
964, 991
966, 981
967, 857
968, 907
969, 977
970, 950
973, 994
975, 951
976, 914
976, 943
976, 993
977, 969
981, 966
991, 817
991, 964
993, 914
993, 943
993, 976
994, 973
1000, 879
1000, 956
1004, 909
1009, 1068
1011, 1077
1013, 1042
1018, 1131
1018, 1139
1026, 1169
1027, 1132
1029, 1137
1029, 1201
1030, 1098
1032, 1102
1032, 1108
1034, 1145
1035, 1133
1037, 1050
1037, 1177
1040, 1140
1040, 1162
1041, 1172
1042, 1013
1042, 1099
1043, 1100
1045, 1134
1046, 1080
1046, 1089
1046, 1159
1047, 1198
1050, 1037
1050, 1177
1051, 1204
1059, 1184
1066, 1165
1068, 1009
1070, 1086
1077, 1011
1080, 1046
1080, 1089
1082, 1191
1085, 1106
1085, 1113
1086, 1070
1089, 1046
1089, 1080
1089, 1159
1092, 1167
1096, 1206
1098, 1030
1099, 1042
1099, 1139
1100, 1043
1102, 1032
1105, 1155
1106, 1085
1108, 1032
1113, 1085
1123, 1157
1127, 1148
1131, 1018
1132, 1027
1133, 1035
1134, 1045
1137, 1029
1137, 1201
1139, 1018
1139, 1099
1140, 1040
1140, 1162
1145, 1034
1148, 1127
1155, 1105
1157, 1123
1159, 1046
1159, 1089
1162, 1040
1162, 1140
1165, 1066
1167, 1092
1169, 1026
1172, 1041
1177, 1037
1177, 1050
1184, 1059
1191, 1082
1198, 1047
1201, 1029
1201, 1137
1204, 1051
1206, 1096
1208, 1317
1210, 1220
1210, 1348
1212, 1324
1212, 1378
1214, 1371
1214, 1374
1220, 1210
1220, 1348
1221, 1364
1223, 1269
1226, 1303
1227, 1256
1228, 1359
1229, 1279
1235, 1406
1236, 1336
1237, 1275
1239, 1338
1239, 1392
1239, 1404
1246, 1291
1246, 1312
1249, 1276
1251, 1358
1254, 1331
1254, 1345
1254, 1393
1256, 1227
1257, 1290
1257, 1368
1261, 1281
1266, 1379
1269, 1223
1270, 1383
1272, 1365
1275, 1237
1276, 1249
1279, 1229
1280, 1394
1281, 1261
1283, 1374
1290, 1257
1290, 1368
1291, 1246
1291, 1312
1299, 1301
1301, 1299
1303, 1226
1312, 1246
1312, 1291
1317, 1208
1318, 1330
1324, 1212
1324, 1378
1327, 1333
1327, 1370
1330, 1318
1331, 1254
1331, 1393
1333, 1327
1336, 1236
1338, 1239
1338, 1392
1338, 1404
1341, 1363
1344, 1366
1345, 1254
1348, 1210
1348, 1220
1358, 1251
1359, 1228
1363, 1341
1364, 1221
1365, 1272
1366, 1344
1368, 1257
1368, 1290
1370, 1327
1371, 1214
1371, 1374
1374, 1214
1374, 1283
1374, 1371
1378, 1212
1378, 1324
1379, 1266
1383, 1270
1392, 1239
1392, 1338
1392, 1404
1393, 1254
1393, 1331
1394, 1280
1399, 1402
1402, 1399
1404, 1239
1404, 1338
1404, 1392
1406, 1235
1408, 1515
1409, 1560
1419, 1533
1420, 1484
1421, 1441
1422, 1443
1424, 1450
1424, 1494
1426, 1466
1426, 1576
1427, 1467
1431, 1472
1431, 1545
1431, 1546
1432, 1476
1433, 1598
1435, 1520
1435, 1553
1435, 1593
1438, 1565
1439, 1571
1441, 1421
1443, 1422
1444, 1549
1445, 1534
1445, 1577
1446, 1507
1450, 1424
1450, 1494
1452, 1479
1456, 1468
1457, 1498
1459, 1608
1462, 1557
1466, 1426
1466, 1576
1467, 1427
1468, 1456
1469, 1501
1469, 1525
1472, 1431
1472, 1545
1472, 1546
1476, 1432
1478, 1558
1479, 1452
1484, 1420
1492, 1556
1494, 1424
1494, 1450
1498, 1457
1499, 1522
1501, 1469
1504, 1527
1504, 1600
1506, 1540
1506, 1552
1506, 1597
1507, 1446
1515, 1408
1517, 1529
1519, 1603
1520, 1435
1520, 1553
1520, 1593
1522, 1499
1525, 1469
1527, 1504
1527, 1600
1529, 1517
1533, 1419
1534, 1445
1540, 1506
1540, 1552
1540, 1597
1541, 1547
1545, 1431
1545, 1472
1545, 1546
1546, 1431
1546, 1472
1546, 1545
1547, 1541
1549, 1444
1552, 1506
1552, 1540
1552, 1597
1553, 1435
1553, 1520
1554, 1578
1556, 1492
1557, 1462
1558, 1478
1560, 1409
1565, 1438
1571, 1439
1572, 1604
1575, 1605
1576, 1426
1576, 1466
1577, 1445
1578, 1554
1593, 1435
1593, 1520
1597, 1506
1597, 1540
1597, 1552
1598, 1433
1600, 1504
1600, 1527
1603, 1519
1604, 1572
1605, 1575
1608, 1459
1609, 1702
1612, 1638
1612, 1795
1613, 1740
1614, 1692
1620, 1802
1621, 1642
1621, 1780
1622, 1752
1623, 1727
1630, 1693
1630, 1779
1637, 1653
1637, 1688
1638, 1612
1638, 1795
1641, 1648
1642, 1621
1642, 1780
1645, 1726
1645, 1732
1648, 1641
1651, 1738
1652, 1760
1653, 1637
1653, 1688
1655, 1742
1657, 1774
1662, 1703
1662, 1713
1662, 1757
1663, 1766
1664, 1698
1664, 1747
1667, 1744
1668, 1676
1668, 1749
1674, 1751
1676, 1668
1676, 1749
1683, 1686
1685, 1804
1686, 1683
1688, 1637
1688, 1653
1689, 1701
1692, 1614
1692, 1741
1693, 1630
1693, 1779
1698, 1664
1698, 1747
1698, 1776
1701, 1689
1702, 1609
1703, 1662
1703, 1713
1703, 1757
1705, 1808
1708, 1756
1709, 1737
1713, 1662
1713, 1703
1724, 1744
1726, 1645
1727, 1623
1732, 1645
1737, 1709
1738, 1651
1740, 1613
1741, 1692
1742, 1655
1744, 1667
1744, 1724
1747, 1664
1747, 1698
1749, 1668
1749, 1676
1751, 1674
1752, 1622
1756, 1708
1757, 1662
1757, 1703
1760, 1652
1766, 1663
1774, 1657
1776, 1698
1779, 1630
1779, 1693
1780, 1621
1780, 1642
1784, 1791
1791, 1784
1795, 1612
1795, 1638
1802, 1620
1804, 1685
1808, 1705
1810, 1869
1810, 1981
1813, 1927
1814, 1838
1818, 1952
1822, 1836
1823, 1834
1823, 1850
1825, 1961
1829, 1922
1834, 1823
1834, 1850
1836, 1822
1838, 1814
1840, 1871
1845, 1958
1845, 1962
1849, 1851
1850, 1823
1850, 1834
1851, 1849
1853, 1976
1856, 1902
1857, 1925
1864, 1960
1867, 1987
1869, 1810
1869, 1981
1870, 1913
1871, 1840
1878, 1883
1879, 1951
1882, 1884
1883, 1878
1884, 1882
1886, 1912
1888, 1906
