4, 78
5, 98
7, 55
7, 80
8, 60
12, 18
18, 12
47, 85
50, 79
55, 7
55, 80
60, 8
69, 99
78, 4
79, 50
80, 7
80, 55
85, 47
87, 90
90, 87
98, 5
99, 69
108, 142
112, 151
118, 136
122, 162
129, 199
135, 200
136, 118
137, 179
139, 195
142, 108
150, 165
151, 112
162, 122
165, 150
179, 137
195, 139
199, 129
200, 135
221, 285
228, 239
229, 303
230, 273
230, 291
231, 282
235, 243
238, 248
238, 287
238, 302
239, 228
243, 235
248, 238
248, 302
257, 281
264, 278
273, 230
273, 291
278, 264
281, 257
282, 231
285, 221
285, 301
287, 238
291, 230
291, 273
301, 285
302, 238
302, 248
303, 229
304, 321
309, 357
312, 345
312, 347
312, 362
313, 370
321, 304
324, 362
325, 380
325, 395
326, 334
331, 377
334, 326
338, 342
342, 338
345, 312
345, 347
345, 353
345, 362
347, 312
347, 345
347, 353
347, 362
351, 378
353, 345
353, 347
357, 309
358, 386
362, 312
362, 324
362, 345
362, 347
367, 382
370, 313
377, 331
378, 351
380, 325
380, 395
382, 367
386, 358
395, 325
395, 380
405, 444
408, 423
409, 474
412, 417
412, 465
417, 412
418, 467
423, 408
435, 466
444, 405
447, 449
449, 447
450, 476
453, 505
465, 412
466, 435
467, 418
473, 482
474, 409
476, 450
478, 487
482, 473
483, 498
487, 478
498, 483
505, 453
516, 566
517, 546
523, 567
524, 602
526, 584
528, 590
533, 540
538, 597
539, 551
540, 533
542, 579
546, 517
551, 539
566, 516
567, 523
579, 542
584, 526
590, 528
597, 538
602, 524
607, 658
611, 681
617, 677
621, 670
621, 698
624, 642
624, 656
633, 689
642, 624
642, 656
647, 648
648, 647
656, 624
656, 642
658, 607
665, 667
667, 665
670, 621
670, 698
677, 617
681, 611
689, 633
698, 621
698, 670
708, 778
714, 767
716, 732
716, 783
717, 733
719, 737
720, 761
720, 775
720, 799
727, 744
728, 738
732, 716
732, 783
733, 717
737, 719
738, 728
744, 727
747, 763
761, 720
761, 775
761, 799
763, 747
767, 714
772, 774
774, 772
775, 720
775, 761
776, 785
778, 708
782, 807
783, 716
783, 732
785, 776
799, 720
799, 761
807, 782
811, 872
815, 906
819, 844
819, 886
822, 901
823, 826
824, 887
826, 823
