4, 78
5, 98
7, 80
8, 60
9, 63
9, 70
9, 93
14, 94
20, 75
25, 95
29, 70
29, 93
30, 48
32, 51
32, 66
43, 73
47, 85
48, 30
50, 79
51, 32
51, 66
52, 64
60, 8
63, 9
63, 70
63, 93
64, 52
66, 32
66, 51
70, 9
70, 29
70, 63
70, 93
73, 43
75, 20
78, 4
79, 50
80, 7
85, 47
93, 9
93, 29
93, 63
93, 70
94, 14
95, 25
98, 5
108, 142
109, 160
111, 126
111, 127
111, 133
111, 149
111, 152
111, 167
112, 151
114, 146
115, 121
117, 132
117, 144
117, 158
117, 174
117, 175
118, 136
121, 115
122, 162
125, 144
125, 158
125, 175
126, 111
126, 127
126, 133
126, 149
126, 152
126, 167
127, 111
127, 126
127, 133
127, 149
127, 152
127, 167
129, 199
130, 193
130, 194
130, 196
132, 117
132, 174
133, 111
133, 126
133, 127
133, 149
133, 152
133, 167
135, 200
136, 118
137, 179
139, 195
142, 108
144, 117
144, 125
144, 158
144, 174
144, 175
145, 153
145, 178
146, 114
149, 111
149, 126
149, 127
149, 133
149, 152
149, 167
150, 165
151, 112
152, 111
152, 126
152, 127
152, 133
152, 149
152, 167
153, 145
158, 117
158, 125
158, 144
158, 174
158, 175
159, 171
160, 109
162, 122
165, 150
167, 111
167, 126
167, 127
167, 133
167, 149
167, 152
171, 159
174, 117
174, 132
174, 144
174, 158
174, 175
175, 117
175, 125
175, 144
175, 158
175, 174
178, 145
179, 137
193, 130
193, 194
193, 196
194, 130
194, 193
194, 196
195, 139
196, 130
196, 193
196, 194
199, 129
200, 135
228, 239
239, 228
248, 302
257, 281
264, 278
278, 264
281, 257
302, 248
304, 321
308, 361
312, 324
312, 345
312, 347
312, 353
312, 362
313, 370
317, 351
317, 378
320, 372
321, 304
322, 356
324, 312
324, 345
324, 347
324, 353
324, 362
324, 401
325, 380
325, 395
326, 334
328, 360
328, 376
329, 403
331, 332
331, 377
332, 331
332, 377
334, 326
335, 369
338, 342
342, 338
345, 312
345, 324
345, 347
345, 353
345, 362
346, 365
347, 312
347, 324
347, 345
347, 353
347, 362
351, 317
351, 378
353, 312
353, 324
353, 345
353, 347
353, 362
356, 322
358, 386
360, 328
360, 376
361, 308
362, 312
362, 324
